session_id,vehicle_number,vehicle_type,slot_number,entry_time,exit_time,duration_minutes,status,hour,minute,day_of_week,is_weekend,is_morning_rush,is_lunch,is_evening_rush,month,day,vehicle_type_num
788,UP80LP3441,bike,B3,2024-01-13 13:28:25,2024-01-13 13:34:25,6,completed,13,28,5,1,0,1,0,1,13,1
789,UP80XW5889,car,C1,2024-01-13 13:29:10,2024-01-13 15:01:10,92,completed,13,29,5,1,0,1,0,1,13,0
790,UP80PT9928,car,C2,2024-01-13 14:29:53,2024-01-13 15:58:53,89,completed,14,29,5,1,0,0,0,1,13,0
791,UP80BB5786,car,C1,2024-01-13 16:07:11,2024-01-13 17:14:11,67,completed,16,7,5,1,0,0,0,1,13,0
792,UP80NZ7201,car,C2,2024-01-13 16:01:11,2024-01-13 17:55:11,114,completed,16,1,5,1,0,0,0,1,13,0
793,UP80CC6635,car,C3,2024-01-13 16:05:16,2024-01-13 17:31:16,86,completed,16,5,5,1,0,0,0,1,13,0
794,UP80NZ1188,bike,B1,2024-01-13 16:28:40,2024-01-13 17:29:40,61,completed,16,28,5,1,0,0,0,1,13,1
795,UP80UM5397,car,C4,2024-01-13 16:46:50,2024-01-13 18:59:50,133,completed,16,46,5,1,0,0,0,1,13,0
796,UP80CA6111,bike,B1,2024-01-13 17:49:10,2024-01-13 18:59:10,70,completed,17,49,5,1,0,0,1,1,13,1
797,UP80FU2674,car,C1,2024-01-13 17:55:09,2024-01-13 19:30:09,95,completed,17,55,5,1,0,0,1,1,13,0
798,UP80UN4919,bike,B2,2024-01-13 17:19:46,2024-01-13 18:49:46,90,completed,17,19,5,1,0,0,1,1,13,1
799,UP80LP5956,bike,B3,2024-01-13 18:11:07,2024-01-13 19:33:07,82,completed,18,11,5,1,0,0,1,1,13,1
800,UP80RA5506,car,C1,2024-01-13 19:31:54,2024-01-13 20:56:54,85,completed,19,31,5,1,0,0,1,1,13,0
801,UP80WD3621,bike,B1,2024-01-13 19:31:15,2024-01-13 20:17:15,46,completed,19,31,5,1,0,0,1,1,13,1
802,UP80XA6442,car,C2,2024-01-13 20:00:15,2024-01-13 22:05:15,125,completed,20,0,5,1,0,0,0,1,13,0
803,UP80LN2982,bike,B1,2024-01-13 20:35:52,2024-01-13 21:40:52,65,completed,20,35,5,1,0,0,0,1,13,1
804,UP80CL8433,car,C3,2024-01-13 20:09:54,2024-01-13 22:26:54,137,completed,20,9,5,1,0,0,0,1,13,0
805,UP80LN2982,bike,B2,2024-01-13 20:19:21,2024-01-13 22:03:21,104,completed,20,19,5,1,0,0,0,1,13,1
806,UP80ZU9317,car,C4,2024-01-13 20:18:39,2024-01-13 23:24:39,186,completed,20,18,5,1,0,0,0,1,13,0
807,UP80YE4457,bike,B3,2024-01-13 20:35:11,2024-01-13 20:52:11,17,completed,20,35,5,1,0,0,0,1,13,1
808,UP80KB6155,car,C5,2024-01-13 20:19:20,2024-01-13 21:37:20,78,completed,20,19,5,1,0,0,0,1,13,0
809,UP80FX6413,bike,B1,2024-01-13 21:48:27,2024-01-13 22:57:27,69,completed,21,48,5,1,0,0,0,1,13,1
810,UP80NZ1188,bike,B3,2024-01-13 21:17:21,2024-01-13 22:25:21,68,completed,21,17,5,1,0,0,0,1,13,1
811,UP80CL8433,car,C1,2024-01-13 21:13:39,2024-01-13 23:16:39,123,completed,21,13,5,1,0,0,0,1,13,0
812,UP80DJ5374,bike,B2,2024-01-13 22:30:46,2024-01-13 23:04:46,34,completed,22,30,5,1,0,0,0,1,13,1
813,UP80CL8433,car,C2,2024-01-13 22:54:20,2024-01-14 00:52:20,118,completed,22,54,5,1,0,0,0,1,13,0
814,UP80VL2040,car,C1,2024-01-13 23:36:31,2024-01-14 01:22:31,106,completed,23,36,5,1,0,0,0,1,13,0
815,UP80GT1027,car,C1,2024-01-14 08:29:57,2024-01-14 12:59:57,270,completed,8,29,6,1,1,0,0,1,14,0
816,UP80CL8433,car,C2,2024-01-14 08:03:53,2024-01-14 14:24:53,381,completed,8,3,6,1,1,0,0,1,14,0
817,UP80BH6925,bike,B1,2024-01-14 09:20:35,2024-01-14 12:45:35,205,completed,9,20,6,1,1,0,0,1,14,1
818,UP80FU2674,car,C3,2024-01-14 10:50:22,2024-01-14 12:13:22,83,completed,10,50,6,1,0,0,0,1,14,0
819,UP80AW3979,car,C4,2024-01-14 10:01:21,2024-01-14 11:31:21,90,completed,10,1,6,1,0,0,0,1,14,0
820,UP80SS2169,bike,B2,2024-01-14 10:11:38,2024-01-14 11:21:38,70,completed,10,11,6,1,0,0,0,1,14,1
821,UP80DD9830,car,C5,2024-01-14 10:20:45,2024-01-14 13:01:45,161,completed,10,20,6,1,0,0,0,1,14,0
822,UP80SS2169,bike,B2,2024-01-14 11:53:19,2024-01-14 13:11:19,78,completed,11,53,6,1,0,0,0,1,14,1
823,UP80NZ7201,car,C4,2024-01-14 11:23:50,2024-01-14 13:14:50,111,completed,11,23,6,1,0,0,0,1,14,0
824,UP80NZ7201,car,C6,2024-01-14 11:30:57,2024-01-14 12:51:57,81,completed,11,30,6,1,0,0,0,1,14,0
825,UP80JN9785,bike,B3,2024-01-14 11:30:46,2024-01-14 12:50:46,80,completed,11,30,6,1,0,0,0,1,14,1
826,UP80SJ3547,car,C3,2024-01-14 12:52:33,2024-01-14 13:30:33,38,completed,12,52,6,1,0,1,0,1,14,0
827,UP80NZ1188,bike,B1,2024-01-14 12:02:29,2024-01-14 12:41:29,39,completed,12,2,6,1,0,1,0,1,14,1
828,UP80GT1027,car,C6,2024-01-14 12:54:38,2024-01-14 13:57:38,63,completed,12,54,6,1,0,1,0,1,14,0
829,UP80SS2169,bike,B1,2024-01-14 12:02:06,2024-01-14 13:08:06,66,completed,12,2,6,1,0,1,0,1,14,1
830,UP80DJ5374,bike,B1,2024-01-14 13:13:20,2024-01-14 13:52:20,39,completed,13,13,6,1,0,1,0,1,14,1
831,UP80VA3615,car,C1,2024-01-14 13:20:49,2024-01-14 14:03:49,43,completed,13,20,6,1,0,1,0,1,14,0
832,UP80BH6925,bike,B1,2024-01-14 14:39:35,2024-01-14 16:01:35,82,completed,14,39,6,1,0,0,0,1,14,1
833,UP80DJ5374,bike,B2,2024-01-14 14:35:20,2024-01-14 15:25:20,50,completed,14,35,6,1,0,0,0,1,14,1
834,UP80QA2535,bike,B2,2024-01-14 15:57:21,2024-01-14 16:48:21,51,completed,15,57,6,1,0,0,0,1,14,1
835,UP80LL5557,car,C1,2024-01-14 15:30:57,2024-01-14 17:01:57,91,completed,15,30,6,1,0,0,0,1,14,0
836,UP80MJ5232,car,C2,2024-01-14 15:45:38,2024-01-14 18:00:38,135,completed,15,45,6,1,0,0,0,1,14,0
837,UP80SS2169,bike,B1,2024-01-14 16:44:28,2024-01-14 17:51:28,67,completed,16,44,6,1,0,0,0,1,14,1
838,UP80NC1771,car,C3,2024-01-14 16:51:34,2024-01-14 19:03:34,132,completed,16,51,6,1,0,0,0,1,14,0
839,UP80BB5786,car,C1,2024-01-14 17:05:52,2024-01-14 18:01:52,56,completed,17,5,6,1,0,0,1,1,14,0
840,UP80PS1750,bike,B2,2024-01-14 17:45:49,2024-01-14 19:11:49,86,completed,17,45,6,1,0,0,1,1,14,1
841,UP80XV1653,car,C1,2024-01-14 18:09:55,2024-01-14 20:02:55,113,completed,18,9,6,1,0,0,1,1,14,0
842,UP80TH9379,car,C2,2024-01-14 18:42:21,2024-01-14 19:47:21,65,completed,18,42,6,1,0,0,1,1,14,0
843,UP80SW1916,bike,B1,2024-01-14 18:01:04,2024-01-14 18:23:04,22,completed,18,1,6,1,0,0,1,1,14,1
844,UP80KQ8668,bike,B1,2024-01-14 19:22:38,2024-01-14 20:22:38,60,completed,19,22,6,1,0,0,1,1,14,1
845,UP80TH9379,car,C2,2024-01-14 19:52:45,2024-01-14 20:57:45,65,completed,19,52,6,1,0,0,1,1,14,0
846,UP80RU2307,car,C3,2024-01-14 19:29:25,2024-01-14 20:50:25,81,completed,19,29,6,1,0,0,1,1,14,0
847,UP80CY4848,car,C4,2024-01-14 19:35:10,2024-01-14 21:21:10,106,completed,19,35,6,1,0,0,1,1,14,0
848,UP80PX7149,bike,B1,2024-01-14 20:27:50,2024-01-14 21:50:50,83,completed,20,27,6,1,0,0,0,1,14,1
849,UP80FN1434,bike,B2,2024-01-14 21:34:44,2024-01-14 22:48:44,74,completed,21,34,6,1,0,0,0,1,14,1
850,UP80QE5010,car,C1,2024-01-14 21:07:37,2024-01-14 21:59:37,52,completed,21,7,6,1,0,0,0,1,14,0
851,UP80NC1771,car,C1,2024-01-15 00:41:51,2024-01-15 03:29:51,168,completed,0,41,0,0,0,0,0,1,15,0
852,UP80NC1771,car,C2,2024-01-15 02:59:27,2024-01-15 04:20:27,81,completed,2,59,0,0,0,0,0,1,15,0
853,UP80JZ3266,car,C1,2024-01-15 06:32:27,2024-01-15 08:10:27,98,completed,6,32,0,0,0,0,0,1,15,0
854,UP80VL2040,car,C2,2024-01-15 07:27:38,2024-01-15 13:55:38,388,completed,7,27,0,0,1,0,0,1,15,0
855,UP80KQ8668,bike,B1,2024-01-15 07:54:46,2024-01-15 11:37:46,223,completed,7,54,0,0,1,0,0,1,15,1
856,UP80SX2424,car,C3,2024-01-15 07:36:23,2024-01-15 15:52:23,496,completed,7,36,0,0,1,0,0,1,15,0
857,UP80BZ1241,bike,B2,2024-01-15 08:36:30,2024-01-15 10:21:30,105,completed,8,36,0,0,1,0,0,1,15,1
858,UP80GY7906,bike,B3,2024-01-15 08:05:09,2024-01-15 10:50:09,165,completed,8,5,0,0,1,0,0,1,15,1
859,UP80KH8633,car,C1,2024-01-15 08:54:48,2024-01-15 13:41:48,287,completed,8,54,0,0,1,0,0,1,15,0
860,UP80FN1434,bike,B4,2024-01-15 08:39:05,2024-01-15 12:31:05,232,completed,8,39,0,0,1,0,0,1,15,1
861,UP80AT5315,car,C4,2024-01-15 08:43:40,2024-01-15 14:35:40,352,completed,8,43,0,0,1,0,0,1,15,0
862,UP80KE7883,car,C5,2024-01-15 08:21:34,2024-01-15 14:39:34,378,completed,8,21,0,0,1,0,0,1,15,0
863,UP80KT2245,car,C6,2024-01-15 08:29:32,2024-01-15 14:22:32,353,completed,8,29,0,0,1,0,0,1,15,0
864,UP80SX2424,car,C7,2024-01-15 08:51:18,2024-01-15 13:48:18,297,completed,8,51,0,0,1,0,0,1,15,0
865,UP80SS2169,bike,B5,2024-01-15 08:44:59,2024-01-15 12:32:59,228,completed,8,44,0,0,1,0,0,1,15,1
866,UP80CC6635,car,C8,2024-01-15 09:03:40,2024-01-15 13:46:40,283,completed,9,3,0,0,1,0,0,1,15,0
867,UP80DJ5374,bike,B6,2024-01-15 09:36:03,2024-01-15 14:06:03,270,completed,9,36,0,0,1,0,0,1,15,1
868,UP80KQ8668,bike,B7,2024-01-15 09:18:31,2024-01-15 11:59:31,161,completed,9,18,0,0,1,0,0,1,15,1
869,UP80PW3426,car,C9,2024-01-15 09:04:54,2024-01-15 15:36:54,392,completed,9,4,0,0,1,0,0,1,15,0
870,UP80VA3615,car,C10,2024-01-15 10:54:16,2024-01-15 13:18:16,144,completed,10,54,0,0,0,0,0,1,15,0
871,UP80HQ8025,car,C11,2024-01-15 11:38:11,2024-01-15 14:03:11,145,completed,11,38,0,0,0,0,0,1,15,0
872,UP80RU2307,car,C12,2024-01-15 11:51:11,2024-01-15 14:26:11,155,completed,11,51,0,0,0,0,0,1,15,0
873,UP80DM3705,bike,B1,2024-01-15 11:31:11,2024-01-15 12:40:11,69,completed,11,31,0,0,0,0,0,1,15,1
874,UP80ZB4044,car,C13,2024-01-15 12:09:38,2024-01-15 13:16:38,67,completed,12,9,0,0,0,1,0,1,15,0
875,UP80XW2746,bike,B1,2024-01-15 12:53:31,2024-01-15 13:39:31,46,completed,12,53,0,0,0,1,0,1,15,1
876,UP80BH6925,bike,B2,2024-01-15 12:28:46,2024-01-15 13:02:46,34,completed,12,28,0,0,0,1,0,1,15,1
877,UP80FB1344,car,C14,2024-01-15 12:36:46,2024-01-15 13:14:46,38,completed,12,36,0,0,0,1,0,1,15,0
878,UP80FM8517,bike,B3,2024-01-15 12:07:03,2024-01-15 12:32:03,25,completed,12,7,0,0,0,1,0,1,15,1
879,UP80SC9797,car,C15,2024-01-15 12:30:19,2024-01-15 13:33:19,63,completed,12,30,0,0,0,1,0,1,15,0
880,UP80NZ1188,bike,B4,2024-01-15 12:24:30,2024-01-15 13:31:30,67,completed,12,24,0,0,0,1,0,1,15,1
881,UP80JZ3266,car,C16,2024-01-15 12:55:27,2024-01-15 13:42:27,47,completed,12,55,0,0,0,1,0,1,15,0
882,UP80GR6977,car,C10,2024-01-15 13:39:58,2024-01-15 14:50:58,71,completed,13,39,0,0,0,1,0,1,15,0
883,UP80LL5557,car,C13,2024-01-15 13:21:17,2024-01-15 14:20:17,59,completed,13,21,0,0,0,1,0,1,15,0
884,UP80RU2307,car,C1,2024-01-15 14:29:49,2024-01-15 17:21:49,172,completed,14,29,0,0,0,0,0,1,15,0
885,UP80NZ7201,car,C2,2024-01-15 14:46:43,2024-01-15 15:46:43,60,completed,14,46,0,0,0,0,0,1,15,0
886,UP80RA5506,car,C4,2024-01-15 14:11:20,2024-01-15 16:03:20,112,completed,14,11,0,0,0,0,0,1,15,0
887,UP80LL5557,car,C2,2024-01-15 15:53:04,2024-01-15 16:52:04,59,completed,15,53,0,0,0,0,0,1,15,0
888,UP80PW3426,car,C3,2024-01-15 15:22:14,2024-01-15 17:12:14,110,completed,15,22,0,0,0,0,0,1,15,0
889,UP80PT9928,car,C5,2024-01-15 15:12:02,2024-01-15 18:02:02,170,completed,15,12,0,0,0,0,0,1,15,0
890,UP80ZU9317,car,C2,2024-01-15 16:57:53,2024-01-15 19:15:53,138,completed,16,57,0,0,0,0,0,1,15,0
891,UP80DM4502,car,C4,2024-01-15 16:40:07,2024-01-15 19:26:07,166,completed,16,40,0,0,0,0,0,1,15,0
892,UP80PF8800,bike,B1,2024-01-15 17:24:42,2024-01-15 18:56:42,92,completed,17,24,0,0,0,0,1,1,15,1
893,UP80BZ1241,bike,B2,2024-01-15 17:36:51,2024-01-15 18:44:51,68,completed,17,36,0,0,0,0,1,1,15,1
894,UP80PN4130,bike,B3,2024-01-15 17:29:42,2024-01-15 18:25:42,56,completed,17,29,0,0,0,0,1,1,15,1
895,UP80SL4824,bike,B4,2024-01-15 17:29:59,2024-01-15 17:55:59,26,completed,17,29,0,0,0,0,1,1,15,1
896,UP80CC6635,car,C1,2024-01-15 17:49:49,2024-01-15 19:47:49,118,completed,17,49,0,0,0,0,1,1,15,0
897,UP80QA2535,bike,B5,2024-01-15 17:49:04,2024-01-15 18:47:04,58,completed,17,49,0,0,0,0,1,1,15,1
898,UP80XF5088,bike,B6,2024-01-15 17:03:16,2024-01-15 18:33:16,90,completed,17,3,0,0,0,0,1,1,15,1
899,UP80NZ7201,car,C3,2024-01-15 18:11:28,2024-01-15 19:26:28,75,completed,18,11,0,0,0,0,1,1,15,0
900,UP80GQ7543,car,C5,2024-01-15 18:31:06,2024-01-15 19:48:06,77,completed,18,31,0,0,0,0,1,1,15,0
901,UP80JZ3266,car,C6,2024-01-15 18:13:39,2024-01-15 19:39:39,86,completed,18,13,0,0,0,0,1,1,15,0
902,UP80WW7227,car,C7,2024-01-15 18:04:04,2024-01-15 19:20:04,76,completed,18,4,0,0,0,0,1,1,15,0
903,UP80VL2040,car,C8,2024-01-15 18:49:28,2024-01-15 20:44:28,115,completed,18,49,0,0,0,0,1,1,15,0
904,UP80GR6977,car,C1,2024-01-15 19:59:02,2024-01-15 22:03:02,124,completed,19,59,0,0,0,0,1,1,15,0
905,UP80FM8517,bike,B1,2024-01-15 19:09:44,2024-01-15 19:57:44,48,completed,19,9,0,0,0,0,1,1,15,1
906,UP80FM8517,bike,B2,2024-01-15 19:49:31,2024-01-15 20:50:31,61,completed,19,49,0,0,0,0,1,1,15,1
907,UP80BF8953,car,C2,2024-01-15 19:54:46,2024-01-15 21:21:46,87,completed,19,54,0,0,0,0,1,1,15,0
908,UP80WX3697,car,C3,2024-01-15 20:44:52,2024-01-15 22:43:52,119,completed,20,44,0,0,0,0,0,1,15,0
909,UP80PE7211,car,C4,2024-01-15 20:36:34,2024-01-15 22:18:34,102,completed,20,36,0,0,0,0,0,1,15,0
910,UP80PF8800,bike,B1,2024-01-15 20:03:40,2024-01-15 21:36:40,93,completed,20,3,0,0,0,0,0,1,15,1
911,UP80DK4598,car,C5,2024-01-15 20:05:23,2024-01-15 22:43:23,158,completed,20,5,0,0,0,0,0,1,15,0
912,UP80QV8527,car,C2,2024-01-15 21:49:18,2024-01-16 00:10:18,141,completed,21,49,0,0,0,0,0,1,15,0
913,UP80PJ6419,bike,B1,2024-01-15 22:35:02,2024-01-16 00:03:02,88,completed,22,35,0,0,0,0,0,1,15,1
914,UP80SW1916,bike,B2,2024-01-15 22:57:06,2024-01-16 00:47:06,110,completed,22,57,0,0,0,0,0,1,15,1
915,UP80XT8777,car,C1,2024-01-15 22:31:05,2024-01-16 00:28:05,117,completed,22,31,0,0,0,0,0,1,15,0
916,UP80BR1207,bike,B3,2024-01-15 23:12:01,2024-01-16 00:13:01,61,completed,23,12,0,0,0,0,0,1,15,1
917,UP80DD9830,car,C1,2024-01-16 07:07:17,2024-01-16 13:35:17,388,completed,7,7,1,0,1,0,0,1,16,0
918,UP80AT5315,car,C2,2024-01-16 07:10:28,2024-01-16 14:00:28,410,completed,7,10,1,0,1,0,0,1,16,0
919,UP80XW5889,car,C3,2024-01-16 07:02:08,2024-01-16 12:36:08,334,completed,7,2,1,0,1,0,0,1,16,0
920,UP80RA5506,car,C4,2024-01-16 07:56:31,2024-01-16 14:20:31,384,completed,7,56,1,0,1,0,0,1,16,0
921,UP80AT5315,car,C5,2024-01-16 07:11:59,2024-01-16 13:58:59,407,completed,7,11,1,0,1,0,0,1,16,0
922,UP80AN5494,bike,B1,2024-01-16 07:51:50,2024-01-16 11:10:50,199,completed,7,51,1,0,1,0,0,1,16,1
923,UP80GR6977,car,C6,2024-01-16 07:08:13,2024-01-16 12:06:13,298,completed,7,8,1,0,1,0,0,1,16,0
924,UP80ZU9317,car,C7,2024-01-16 08:11:39,2024-01-16 14:02:39,351,completed,8,11,1,0,1,0,0,1,16,0
925,UP80PT9928,car,C8,2024-01-16 08:11:45,2024-01-16 12:57:45,286,completed,8,11,1,0,1,0,0,1,16,0
926,UP80RU2307,car,C9,2024-01-16 08:22:26,2024-01-16 13:06:26,284,completed,8,22,1,0,1,0,0,1,16,0
927,UP80FE8350,car,C10,2024-01-16 08:12:07,2024-01-16 12:44:07,272,completed,8,12,1,0,1,0,0,1,16,0
928,UP80BH6925,bike,B2,2024-01-16 08:34:32,2024-01-16 11:12:32,158,completed,8,34,1,0,1,0,0,1,16,1
929,UP80FU2674,car,C11,2024-01-16 08:17:03,2024-01-16 13:14:03,297,completed,8,17,1,0,1,0,0,1,16,0
930,UP80SX2424,car,C12,2024-01-16 08:30:31,2024-01-16 12:05:31,215,completed,8,30,1,0,1,0,0,1,16,0
931,UP80BH6925,bike,B3,2024-01-16 08:03:41,2024-01-16 11:13:41,190,completed,8,3,1,0,1,0,0,1,16,1
932,UP80TK7118,car,C13,2024-01-16 09:51:56,2024-01-16 16:12:56,381,completed,9,51,1,0,1,0,0,1,16,0
933,UP80SC9797,car,C14,2024-01-16 11:06:47,2024-01-16 13:37:47,151,completed,11,6,1,0,0,0,0,1,16,0
934,UP80RU2307,car,C15,2024-01-16 11:31:32,2024-01-16 14:33:32,182,completed,11,31,1,0,0,0,0,1,16,0
935,UP80QE5010,car,C16,2024-01-16 11:46:28,2024-01-16 12:48:28,62,completed,11,46,1,0,0,0,0,1,16,0
936,UP80DD9830,car,C3,2024-01-16 13:20:14,2024-01-16 14:36:14,76,completed,13,20,1,0,0,1,0,1,16,0
937,UP80PS1750,bike,B1,2024-01-16 13:55:12,2024-01-16 14:57:12,62,completed,13,55,1,0,0,1,0,1,16,1
938,UP80BH6925,bike,B2,2024-01-16 13:03:56,2024-01-16 13:56:56,53,completed,13,3,1,0,0,1,0,1,16,1
939,UP80KB6155,car,C1,2024-01-16 13:59:39,2024-01-16 14:43:39,44,completed,13,59,1,0,0,1,0,1,16,0
940,UP80GR6977,car,C2,2024-01-16 14:12:40,2024-01-16 16:43:40,151,completed,14,12,1,0,0,0,0,1,16,0
941,UP80CL8433,car,C5,2024-01-16 14:12:21,2024-01-16 16:32:21,140,completed,14,12,1,0,0,0,0,1,16,0
942,UP80CC6635,car,C1,2024-01-16 14:54:29,2024-01-16 17:01:29,127,completed,14,54,1,0,0,0,0,1,16,0
943,UP80DJ5374,bike,B1,2024-01-16 15:48:21,2024-01-16 16:27:21,39,completed,15,48,1,0,0,0,0,1,16,1
944,UP80QV4978,bike,B2,2024-01-16 15:40:39,2024-01-16 16:28:39,48,completed,15,40,1,0,0,0,0,1,16,1
945,UP80DD9830,car,C3,2024-01-16 16:35:54,2024-01-16 19:03:54,148,completed,16,35,1,0,0,0,0,1,16,0
946,UP80NC1771,car,C4,2024-01-16 16:13:37,2024-01-16 17:36:37,83,completed,16,13,1,0,0,0,0,1,16,0
947,UP80UK8253,car,C5,2024-01-16 16:17:00,2024-01-16 18:38:00,141,completed,16,17,1,0,0,0,0,1,16,0
948,UP80AT5315,car,C6,2024-01-16 16:27:37,2024-01-16 18:05:37,98,completed,16,27,1,0,0,0,0,1,16,0
949,UP80RA5506,car,C1,2024-01-16 17:09:58,2024-01-16 18:31:58,82,completed,17,9,1,0,0,0,1,1,16,0
950,UP80DM3705,bike,B1,2024-01-16 17:30:46,2024-01-16 18:48:46,78,completed,17,30,1,0,0,0,1,1,16,1
951,UP80LL5557,car,C2,2024-01-16 17:27:33,2024-01-16 18:35:33,68,completed,17,27,1,0,0,0,1,1,16,0
952,UP80DD9830,car,C7,2024-01-16 17:35:48,2024-01-16 19:11:48,96,completed,17,35,1,0,0,0,1,1,16,0
953,UP80RU2307,car,C8,2024-01-16 17:13:08,2024-01-16 18:35:08,82,completed,17,13,1,0,0,0,1,1,16,0
954,UP80NC1771,car,C4,2024-01-16 18:30:42,2024-01-16 19:49:42,79,completed,18,30,1,0,0,0,1,1,16,0
955,UP80CM2133,car,C1,2024-01-16 18:54:36,2024-01-16 20:57:36,123,completed,18,54,1,0,0,0,1,1,16,0
956,UP80AQ2638,bike,B1,2024-01-16 18:08:55,2024-01-16 19:18:55,70,completed,18,8,1,0,0,0,1,1,16,1
957,UP80NC1771,car,C2,2024-01-16 18:50:55,2024-01-16 20:19:55,89,completed,18,50,1,0,0,0,1,1,16,0
958,UP80DK4598,car,C5,2024-01-16 18:40:04,2024-01-16 20:08:04,88,completed,18,40,1,0,0,0,1,1,16,0
959,UP80GR6977,car,C6,2024-01-16 18:33:02,2024-01-16 19:49:02,76,completed,18,33,1,0,0,0,1,1,16,0
960,UP80PT9928,car,C8,2024-01-16 18:36:50,2024-01-16 19:26:50,50,completed,18,36,1,0,0,0,1,1,16,0
961,UP80QA2535,bike,B2,2024-01-16 18:39:56,2024-01-16 18:59:56,20,completed,18,39,1,0,0,0,1,1,16,1
962,UP80KB6155,car,C9,2024-01-16 18:23:56,2024-01-16 19:46:56,83,completed,18,23,1,0,0,0,1,1,16,0
963,UP80FA6168,bike,B1,2024-01-16 19:23:29,2024-01-16 20:13:29,50,completed,19,23,1,0,0,0,1,1,16,1
964,UP80BH6925,bike,B2,2024-01-16 19:45:04,2024-01-16 21:26:04,101,completed,19,45,1,0,0,0,1,1,16,1
965,UP80VA3615,car,C3,2024-01-16 19:08:21,2024-01-16 20:08:21,60,completed,19,8,1,0,0,0,1,1,16,0
966,UP80SD9042,car,C2,2024-01-16 20:48:37,2024-01-16 21:55:37,67,completed,20,48,1,0,0,0,0,1,16,0
967,UP80ER5325,bike,B1,2024-01-16 20:13:48,2024-01-16 21:05:48,52,completed,20,13,1,0,0,0,0,1,16,1
968,UP80QA2535,bike,B1,2024-01-16 21:32:43,2024-01-16 23:35:43,123,completed,21,32,1,0,0,0,0,1,16,1
969,UP80VL2040,car,C1,2024-01-16 22:04:23,2024-01-16 22:48:23,44,completed,22,4,1,0,0,0,0,1,16,0
970,UP80SC9797,car,C1,2024-01-16 23:30:45,2024-01-17 01:29:45,119,completed,23,30,1,0,0,0,0,1,16,0
971,UP80KY5033,car,C1,2024-01-17 06:57:42,2024-01-17 08:57:42,120,completed,6,57,2,0,0,0,0,1,17,0
972,UP80WW7227,car,C2,2024-01-17 06:20:36,2024-01-17 08:31:36,131,completed,6,20,2,0,0,0,0,1,17,0
973,UP80SX2424,car,C3,2024-01-17 06:23:11,2024-01-17 07:27:11,64,completed,6,23,2,0,0,0,0,1,17,0
974,UP80CC6635,car,C4,2024-01-17 07:09:23,2024-01-17 10:46:23,217,completed,7,9,2,0,1,0,0,1,17,0
975,UP80FD2679,bike,B1,2024-01-17 08:34:19,2024-01-17 11:35:19,181,completed,8,34,2,0,1,0,0,1,17,1
976,UP80ZB4044,car,C2,2024-01-17 08:09:29,2024-01-17 14:48:29,399,completed,8,9,2,0,1,0,0,1,17,0
977,UP80KQ8668,bike,B2,2024-01-17 08:00:47,2024-01-17 11:14:47,194,completed,8,0,2,0,1,0,0,1,17,1
978,UP80CL8433,car,C3,2024-01-17 08:30:57,2024-01-17 15:51:57,441,completed,8,30,2,0,1,0,0,1,17,0
979,UP80CF7818,bike,B3,2024-01-17 08:42:09,2024-01-17 13:36:09,294,completed,8,42,2,0,1,0,0,1,17,1
980,UP80ZY4295,bike,B4,2024-01-17 08:44:07,2024-01-17 12:08:07,204,completed,8,44,2,0,1,0,0,1,17,1
981,UP80SS2169,bike,B5,2024-01-17 08:08:43,2024-01-17 13:30:43,322,completed,8,8,2,0,1,0,0,1,17,1
982,UP80QE5010,car,C1,2024-01-17 09:14:28,2024-01-17 15:26:28,372,completed,9,14,2,0,1,0,0,1,17,0
983,UP80AT5315,car,C5,2024-01-17 09:03:38,2024-01-17 13:19:38,256,completed,9,3,2,0,1,0,0,1,17,0
984,UP80PT9928,car,C6,2024-01-17 09:49:17,2024-01-17 15:31:17,342,completed,9,49,2,0,1,0,0,1,17,0
985,UP80PT9928,car,C7,2024-01-17 09:34:54,2024-01-17 16:33:54,419,completed,9,34,2,0,1,0,0,1,17,0
986,UP80KQ8668,bike,B6,2024-01-17 09:31:20,2024-01-17 13:21:20,230,completed,9,31,2,0,1,0,0,1,17,1
987,UP80FM8517,bike,B7,2024-01-17 09:03:58,2024-01-17 14:13:58,310,completed,9,3,2,0,1,0,0,1,17,1
988,UP80DJ5374,bike,B8,2024-01-17 09:23:24,2024-01-17 14:57:24,334,completed,9,23,2,0,1,0,0,1,17,1
989,UP80JZ3266,car,C8,2024-01-17 10:22:22,2024-01-17 12:34:22,132,completed,10,22,2,0,0,0,0,1,17,0
990,UP80DD9830,car,C4,2024-01-17 10:46:56,2024-01-17 12:33:56,107,completed,10,46,2,0,0,0,0,1,17,0
991,UP80GQ7543,car,C9,2024-01-17 11:51:28,2024-01-17 13:45:28,114,completed,11,51,2,0,0,0,0,1,17,0
992,UP80FU2674,car,C10,2024-01-17 11:53:37,2024-01-17 13:12:37,79,completed,11,53,2,0,0,0,0,1,17,0
993,UP80NZ1188,bike,B1,2024-01-17 12:13:19,2024-01-17 13:03:19,50,completed,12,13,2,0,0,1,0,1,17,1
994,UP80RA5506,car,C4,2024-01-17 12:37:48,2024-01-17 13:36:48,59,completed,12,37,2,0,0,1,0,1,17,0
995,UP80UF9486,car,C8,2024-01-17 12:26:40,2024-01-17 13:36:40,70,completed,12,26,2,0,0,1,0,1,17,0
